"Original_molecule_SMILES"	"CID"	"CSID"	"Structure_ID"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"115"	"CC1=C(N2C(SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O"	6710679	"5142831"	1217	"Spectrum"	"01500168"	NA	"CAS: 38821-53-3 [anhydrous], 58456-86-3 [dihydrate], 31828-50-9 [non-stoichiometric hydrate] Source: semisynthetic Status: USP, INN, BAN, JAN Therapeutic area: antibacterial"	NA	NA
"116"	"OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	2678	"2577"	8165	"John Hopkins"	"JHU- 1984"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"117"	"OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	2678	"2577"	8165	"MIPE"	"NCGC00167781-07"	NA	"CAS:83881-51-0"	"Mechanism: Histamine H1 Receptor Antagonists"	"Source: Selleck/S1291"
"118"	"OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	2678	"2577"	8165	"NIHCC2"	"CPD001453715"	"CPD001453715
Cetirizine
83881-51-0"	"Pubchem SID:104170194"	NA	NA
"119"	"CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C"	5645	"5443"	978	"John Hopkins"	"JHU- 2010"	NA	"Therapeutic area: Anticholelithogenic"	NA	NA
"120"	"OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O"	146033	NA	7340	"John Hopkins"	"JHU- 2025"	NA	"Therapeutic area: Antibiotic"	NA	NA
"121"	"OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O"	146033	NA	7340	"Spectrum"	"01500174"	NA	"CAS: 56-75-7 Source: Streptomyces venezuelae Status: USP, INN, BAN, JAN Therapeutic area: antibacterial, antirickettsial, inhibits protein synthesis"	NA	NA
"122"	"CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O"	10736	NA	1549	"John Hopkins"	"JHU- 2026"	NA	"Therapeutic area: Antibiotic"	NA	NA
"123"	"CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O"	2714	"2613"	404	"John Hopkins"	"JHU- 2046"	NA	"Therapeutic area: Progestogen"	NA	NA
"124"	"CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1"	2725	"2624"	4750	"John Hopkins"	"JHU- 2082"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"125"	"CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1"	2725	"2624"	4750	"MIPE"	"NCGC00016364-03"	NA	"CAS:113-92-8"	"Mechanism: Histamine H1 Receptor Antagonists"	"Source: Selleck/S1816"
"126"	"CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1"	2725	"2624"	4750	"NIHCC"	"SAM001247022"	"GPHR-00001173"	NA	NA	NA
"127"	"CC(C)CCCC(C)C1CCC2C(CCCC12C)=CC=C1/CC(O)CCC1=C"	2735	"4510120"	732	"John Hopkins"	"JHU- 2103"	NA	"Therapeutic area: Vitamin (antirachitic), Vitamin"	NA	NA
"128"	"CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C"	304	"21170300"	731	"John Hopkins"	"JHU- 2105"	NA	"Therapeutic area: Pharmaceutic aid, Phamaceutic aid"	NA	NA
"129"	"CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C"	303	"21241915"	979	"John Hopkins"	"JHU- 2107"	NA	"Therapeutic area: Choleretic"	NA	NA
"130"	"CCC1C2CC3C4N(C)C5=C(C=CC=C5)C44CC(C2C4O)N3C1O"	2073	"1989"	2310	"John Hopkins"	"JHU- 213"	NA	"Therapeutic area: Antihypertensive"	NA	NA
"131"	"OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C=C2O"	1203	"1166"	7247	"John Hopkins"	"JHU- 2137"	NA	"Therapeutic area: Antidiarrheal, N/A"	NA	NA
"132"	"[O-]S([O-])(=O)=O.OC(C1CC2CC[NH+]1CC2C=C)C1=C2C=CC=CC2=NC=C1.OC(C1CC2CC[NH+]1CC2C=C)C1=C2C=CC=CC2=NC=C1"	22228	NA	7176	"John Hopkins"	"JHU- 2208"	NA	"Therapeutic area: Antimalarial"	NA	NA
"133"	"CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)C1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O"	5702026	"4642411"	1805	"John Hopkins"	"JHU- 2320"	NA	"Therapeutic area: Antibiotic"	NA	NA
"134"	"CC(C)N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1"	2794	"2692"	893	"John Hopkins"	"JHU- 2354"	NA	"Therapeutic area: Antibacterial"	NA	NA
"135"	"CC(C)N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1"	2794	"2692"	893	"Prestwick"	"Prestw-376"	"Clofazimine"	NA	NA	NA
"136"	"CCN(CC)CCOC1=CC=C(C=C1)C(=C(/Cl)C1=CC=CC=C1)C1=CC=CC=C1"	2800	"1265969"	2412	"John Hopkins"	"JHU- 2381"	NA	"Therapeutic area: Estrogen, Steroid, Pituitary"	NA	NA
"137"	"CCN(CC)CCOC1=CC=C(C=C1)C(=C(/Cl)C1=CC=CC=C1)C1=CC=CC=C1"	2800	"1265969"	2412	"MIPE"	"NCGC00164385-04"	NA	"CAS:50-41-9"	"Mechanism: Selective Estrogen Receptor Modulators (SERM) "	"Source: Selleck/S2561"
"138"	"CC1CCCC(C)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O"	2804	"2702"	4546	"John Hopkins"	"JHU- 2393"	NA	"Therapeutic area: Antihypertensive"	NA	NA
"139"	"CN1C(CCC1=O)C1=CN=CC=C1"	408	"395"	2854	"John Hopkins"	"JHU- 2567"	NA	"Therapeutic area: Antidepressant"	NA	NA
"140"	"CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1"	2900	"2797"	4569	"John Hopkins"	"JHU- 2660"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"141"	"NC1CONC1=O"	401	"390"	7906	"John Hopkins"	"JHU- 2674"	NA	"Therapeutic area: Antibacterial"	NA	NA
"142"	"NC1CONC1=O"	401	"390"	7906	"LOPAC"	"C7005"	"DL-Cycloserine; 4-amino-3-isoxazolidinone"	"Alanine aminotransferase inhibitor; blocks sphingosine biosynthesis by inhibition of ketosphinganine synthetase"	NA	NA
"143"	"CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C)C(C)=O"	2914	"2811"	405	"John Hopkins"	"JHU- 2694"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"144"	"NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1O"	596	"21111837"	6723	"John Hopkins"	"JHU- 2701"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"145"	"NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1O"	596	"21111837"	6723	"NCI"	"GPHR-00219474"	NA	NA	NA	NA
"146"	"C[C@]12CCC3C(CCC4=CC5=C(C[C@]34C)C=NO5)C1CC[C@@]2(O)C#C"	5702031	NA	4662	"John Hopkins"	"JHU- 2733"	NA	"Therapeutic area: Steroid"	NA	NA
"147"	"C[C@]12CCC3C(CCC4=CC5=C(C[C@]34C)C=NO5)C1CC[C@@]2(O)C#C"	5702031	NA	4662	"Spectrum"	"01500220"	NA	"CAS: 17230-88-5 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: anterior pituitary suppressant"	NA	NA
"148"	"NC1=NC(=O)N(C=N1)C1CC(O)C(CO)O1"	16886	"16001"	6852	"John Hopkins"	"JHU- 2785"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"149"	"NC1=NC(=O)N(C=N1)C1CC(O)C(CO)O1"	16886	"16001"	6852	"NCI"	"GPHR-00219495"	NA	NA	NA	NA
"150"	"CC(CCC(O)=O)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3=O"	6710667	"5142819"	4486	"John Hopkins"	"JHU- 2808"	NA	"Therapeutic area: Choleretic"	NA	NA
"151"	"CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C"	2987	"2881"	981	"John Hopkins"	"JHU- 2855"	NA	"Therapeutic area: Choleretic"	NA	NA
"152"	"CC(=O)OCC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C"	5702034	"4642418"	351	"John Hopkins"	"JHU- 2889"	NA	"Therapeutic area: Steroid"	NA	NA
"153"	"CC(=O)OCC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C"	5702034	"4642418"	351	"Spectrum"	"00300029"	NA	"CAS: 56-47-3 Source: adrenocortex Status: USP, INN, BAN Therapeutic area: mineralocorticoid"	NA	NA
"154"	"C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O"	6602441	"5034790"	4396	"John Hopkins"	"JHU- 2915"	NA	"Therapeutic area: Glucocorticoid"	NA	NA
"155"	"CC(C)(CO)C(O)C(=O)NCCCO"	4678	"4516"	601	"John Hopkins"	"JHU- 2943"	NA	"Therapeutic area: Cholinergic"	NA	NA
"156"	"CC(C)(CO)C(O)C(=O)NCCCO"	4678	"4516"	601	"Spectrum"	"01505656"	NA	"CAS: 16485-10-2 Source: various plants Status: USP, INN, BAN, JAN Therapeutic area: vitamin B5 precursor, radioprotectant"	NA	NA
"157"	"NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O"	853	"830"	8031	"John Hopkins"	"JHU- 2981"	NA	"Therapeutic area: Antihyperlipidemic, Thyroid"	NA	NA
"158"	"CNCC(O)C(O)C(O)C(O)CO.CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I"	13376961	"10756893"	5006	"John Hopkins"	"JHU- 3008"	NA	"Therapeutic area: Diagnostic aiDiagnostic aid (radiopaque medium)."	NA	NA
"159"	"NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1"	3021	"21234494"	7985	"John Hopkins"	"JHU- 3013"	NA	"Therapeutic area: Antibiotic"	NA	NA
"160"	"OCC1CCC(O1)N1C=NC2=C1N=CN=C2O"	3043	"2935"	7347	"John Hopkins"	"JHU- 3062"	NA	"Therapeutic area: Antiviral"	NA	NA
"161"	"CC=C(/C(=CC)/C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"	3049	"580857"	5073	"John Hopkins"	"JHU- 3065"	NA	"Therapeutic area: Estrogen"	NA	NA
"162"	"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C"	5702042	"4642425"	4589	"John Hopkins"	"JHU- 3108"	NA	"Therapeutic area: Cardiotonic"	NA	NA
"163"	"CNC1C(O)C(O)C(CO)OC1OC1C(OC2C(O)C(O)C(NC(N)=N)C(O)C2NC(N)=N)OC(C)C1(O)CO"	3069	"2961"	5035	"John Hopkins"	"JHU- 3113"	NA	"Therapeutic area: Antibacterial"	NA	NA
"164"	"COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O1)C=C(OC1OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C1O)C=C2O"	5353588	"4510141"	3941	"John Hopkins"	"JHU- 3194"	NA	"Therapeutic area: capillary protectant"	NA	NA
"165"	"CCNC1CC(C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"	3154	"3042"	1969	"John Hopkins"	"JHU- 3329"	NA	"Therapeutic area: Antiglaucoma"	NA	NA
"166"	"CN(C)CCC=C1C2=C(COC3=C1C=CC=C3)C=CC=C2"	3158	"580858"	4811	"John Hopkins"	"JHU- 3342"	NA	"Therapeutic area: Antidepressant"	NA	NA
"167"	"CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"	2116	"2032"	729	"John Hopkins"	"JHU- 351"	NA	"Therapeutic area: Vitamin"	NA	NA
"168"	"CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)C2C[C@@H]1CC1NCCC2=C1C=C(OC)C(OC)=C2"	5702048	"4642431"	2315	"John Hopkins"	"JHU- 3539"	NA	"Therapeutic area: Antiamebic"	NA	NA
"169"	"CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O"	3691183	"2923375"	4524	"John Hopkins"	"JHU- 3554"	NA	"Therapeutic area: Antihypertensive"	NA	NA
"170"	"CC1(C)C(O)CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O"	3230	"21343293"	1162	"John Hopkins"	"JHU- 3593"	NA	"Therapeutic area: Antiinflammatory"	NA	NA
"171"	"CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CC(O)C2O"	3269	"3154"	4681	"John Hopkins"	"JHU- 3629"	NA	"Therapeutic area: Estrogen, Steroid"	NA	NA
"172"	"CNCC(O)C1=CC(O)=C(O)C=C1"	838	"815"	4983	"John Hopkins"	"JHU- 3632"	NA	"Therapeutic area: Bronchodilator"	NA	NA
"173"	"CC(C)C(C)C=CC(C)C1CCC2C(CCCC12C)=CC=C1/CC(O)CCC1=C"	3249	"4510152"	822	"John Hopkins"	"JHU- 3680"	NA	"Therapeutic area: Vitamin"	NA	NA
"174"	"CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC12C"	247705	"4477828"	820	"John Hopkins"	"JHU- 3683"	NA	"Therapeutic area: Vitamin"	NA	NA
"175"	"CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC12C"	247705	"4477828"	820	"NCI"	"GPHR-00190758"	NA	NA	NA	NA
"176"	"CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC12C"	247705	"4477828"	820	"Spectrum"	"00200743"	NA	"CAS: 57-87-4 Source: yeast Status: undetermined activity Literature: J Biol Chem 80: 15 (1928)"	NA	NA
"177"	"CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C"	443953	"392006"	2022	"John Hopkins"	"JHU- 3705"	NA	"Therapeutic area: Antibiotic"	NA	NA
"178"	"CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C"	443953	"392006"	2022	"Spectrum"	"01500279"	NA	"CAS: 1264-62-6, 114-07-8 [erythromycin] Source: semisynthetic Status: USP, JAN Therapeutic area: antibacterial"	NA	NA
"179"	"CCCCCCCCCCCCCCCCCC(O)=O.CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O"	12788536	"24958610"	2322	"John Hopkins"	"JHU- 3710"	NA	"Therapeutic area: Antibiotic"	NA	NA
"180"	"OC(=O)C(O)=O.CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1"	21871605	NA	4757	"John Hopkins"	"JHU- 3718"	NA	"Therapeutic area: Antidepressant"	NA	NA
"181"	"OCC1OC(OC2=C(O)C=C3OC(=O)C=CC3=C2)C(O)C(O)C1O"	5351506	"4508522"	7371	"John Hopkins"	"JHU- 3720"	NA	"Therapeutic area: Dermatologic"	NA	NA
"182"	"CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O"	450	"21232897"	4678	"John Hopkins"	"JHU- 3738"	NA	"Therapeutic area: Estrogen"	NA	NA
"183"	"C[C@]12CCC3C(CCC4=CC(O)=CC=C34)C1CCC2=O"	6710658	"5142810"	4677	"John Hopkins"	"JHU- 3756"	NA	"Therapeutic area: Estrogen"	NA	NA
"184"	"C[C@]12CCC3C(CCC4=CC(O)=CC=C34)C1CC[C@@]2(O)C#C"	24707	NA	4680	"John Hopkins"	"JHU- 3796"	NA	"Therapeutic area: Estrogen"	NA	NA
"185"	"CC(=O)OC1CCC2C3CCC4(C)C(CCC4(OC(C)=O)C#C)C3CCC2=C1"	3304	NA	411	"John Hopkins"	"JHU- 3846"	NA	"Therapeutic area: Anesthetic"	NA	NA
"186"	"CCN1CCCC1CNC(=O)C1=C(OC)C(Cl)=CC(CC)=C1O"	6713986	"5145975"	2440	"John Hopkins"	"JHU- 3849"	NA	"Therapeutic area: Gastroprokinetic"	NA	NA
"187"	"COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2C(COC2=O)C(OC2O[C@@H]3COC(C)O[C@H]3[C@H](O)[C@H]2O)C2=C1C=C1OCOC1=C2"	6708815	"5140969"	3525	"John Hopkins"	"JHU- 3893"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"188"	"NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1"	3325	"3208"	6475	"John Hopkins"	"JHU- 3957"	NA	"Therapeutic area: Antiulcerative"	NA	NA
"189"	"NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1"	3325	"3208"	6475	"LOPAC"	"F6889"	"Famotidine; N'-(Aminosulfonyl)-3-([2-(diaminomethyleneamino)-4-thiazolyl]methylthio)propanamidine"	"H2 Histamine receptor antagonist"	NA	NA
"190"	"CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C"	3350	"3233"	531	"John Hopkins"	"JHU- 4157"	NA	"Therapeutic area: Urologic"	NA	NA
"191"	"C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"	5702055	"4642438"	4438	"John Hopkins"	"JHU- 4237"	NA	"Therapeutic area: Glucocorticoid"	NA	NA
"192"	"C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"	5702055	"4642438"	4438	"Spectrum"	"01500300"	NA	"CAS: 2002-29-1, 2135-17-3 [flumethasone] Source: semisynthetic Status: USP, INN, BAN, JAN Therapeutic area: glucocorticoid, antiinflammatory"	NA	NA
"193"	"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO"	5702174	"4642547"	1136	"John Hopkins"	"JHU- 4249"	NA	"Therapeutic area: Glucocorticoid"	NA	NA
"194"	"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO"	5702174	"4642547"	1136	"Spectrum"	"01501187"	NA	"CAS: 77326-96-6, 3385-03-3 Source: semisynthetic Status: USP, INN, BAN, JAN Therapeutic area: antiinflammatory"	NA	NA
"195"	"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO"	6710651	"5142803"	1135	"John Hopkins"	"JHU- 4256"	NA	"Therapeutic area: Antiinflammatory"	NA	NA
"196"	"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO"	6710651	"5142803"	1135	"Spectrum"	"01500302"	NA	"CAS: 67-73-2 Source: semisynthetic Status: USP, INN, BAN, JAN Therapeutic area: glucocorticoid, antiinflammatory"	NA	NA
"197"	"CC1CC2C3CCC(OC(C)=O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12"	493972	"432340"	4578	"John Hopkins"	"JHU- 4268"	NA	"Therapeutic area: Glucocorticoid"	NA	NA
"198"	"CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1"	3386	"3269"	4988	"John Hopkins"	"JHU- 4272"	NA	"Therapeutic area: Antidepressant"	NA	NA
"199"	"CC(C)N1C(C=CC(O)CC(O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1"	3403	"4510159"	963	"John Hopkins"	"JHU- 4324"	NA	"Therapeutic area: Antihyperlipidemic"	NA	NA
"200"	"NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O)=N2"	3405	"3288"	6828	"John Hopkins"	"JHU- 4333"	NA	"Therapeutic area: Vitamin"	NA	NA
"201"	"CC1OC1P(O)(O)=O"	3417	"3299"	4452	"John Hopkins"	"JHU- 4368"	NA	"Therapeutic area: Antibiotic"	NA	NA
"202"	"NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1(F)F"	3461	"3343"	6722	"John Hopkins"	"JHU- 4535"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"203"	"NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1(F)F"	3461	"3343"	6722	"NCI"	"GPHR-00219480"	NA	NA	NA	NA
"204"	"CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O"	3476	"3357"	1431	"John Hopkins"	"JHU- 4595"	NA	"Therapeutic area: Antidiabetic"	NA	NA
"205"	"OCC1OC(=O)C(O)C(O)C1O"	736	"716"	7355	"John Hopkins"	"JHU- 4614"	NA	"Therapeutic area: Antidote"	NA	NA
"206"	"NC1C(O)OC(CO)C(O)C1O"	739	"21112754"	8071	"John Hopkins"	"JHU- 4615"	NA	"Therapeutic area: Antiarthritic, Antirheumatic"	NA	NA
"207"	"NC(CCC(O)=O)C(O)=O"	611	"591"	8017	"John Hopkins"	"JHU- 4629"	NA	"Therapeutic area: Anticonvulsant, Nutrient"	NA	NA
"208"	"CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCl"	5702233	"4642594"	1134	"John Hopkins"	"JHU- 4738"	NA	"Therapeutic area: Antiinflammatory"	NA	NA
"209"	"CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCl"	5702233	"4642594"	1134	"Spectrum"	"01503237"	NA	"CAS: 3093-35-4 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: glucocorticoid, antiinflammatory"	NA	NA
"210"	"COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O"	5701999	"4642392"	3945	"John Hopkins"	"JHU- 4791"	NA	"Therapeutic area: Therapeutic plant extract"	NA	NA
"211"	"CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"	3606	"3480"	1354	"John Hopkins"	"JHU- 4819"	NA	"Therapeutic area: Estrogen"	NA	NA
"212"	"CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"	3606	"3480"	1354	"Prestwick"	"Prestw-699"	"Hexestrol"	NA	NA	NA
"213"	"CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"	3606	"3480"	1354	"Spectrum"	"01500632"	NA	"CAS: 5635-50-7 Source: synthetic Status: NF-XI, INN Therapeutic area: estrogen, antineoplastic (hormonal)"	NA	NA
"214"	"NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O"	5702007	"4642400"	7974	"John Hopkins"	"JHU- 485"	NA	"Therapeutic area: Antibiotic"	NA	NA
"215"	"C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O"	5702069	"4642451"	4695	"John Hopkins"	"JHU- 4894"	NA	"Therapeutic area: Glucocorticoid"	NA	NA
"216"	"C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O"	5702069	"4642451"	4695	"Spectrum"	"01500339"	NA	"CAS: 83784-20-7, 2203-97-6 [anhydrous] Source: semisynthetic Status: USP, JAN Therapeutic area: glucocorticoid"	NA	NA
"217"	"CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C"	6710628	"5142780"	453	"John Hopkins"	"JHU- 4923"	NA	"Therapeutic area: Progestogen"	NA	NA
"218"	"CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C"	6710628	"5142780"	453	"Spectrum"	"01701060"	NA	"CAS: 3168-01-2 Source: urine and blood Status: INN, BAN Therapeutic area: progestagen"	NA	NA
"219"	"CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O"	5702072	"4642453"	1502	"John Hopkins"	"JHU- 4924"	NA	"Therapeutic area: Progestogen"	NA	NA
"220"	"CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O"	5702072	"4642453"	1502	"Spectrum"	"01500343"	NA	"CAS: 630-56-8, 68-96-2 [hydroxyprogesterone] Source: semisynthetic Status: USP, INN, JAN Therapeutic area: progestogen"	NA	NA
"221"	"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O"	3672	"3544"	770	"John Hopkins"	"JHU- 4968"	NA	"Therapeutic area: Antiinflammatory, Analgesic"	NA	NA
"222"	"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O"	3672	"3544"	770	"LOPAC"	"I4883"	"()-Ibuprofen; alpha-Methyl-4-(isobutyl)phenylacetic acid"	"Anti-inflammatory and analgesic; non-selective COX inhibitor"	NA	NA
"223"	"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O"	3672	"3544"	770	"NIHCC2"	"CPD000058184"	"CPD000058184
15687-27-1
."	"Pubchem SID:104169956"	NA	NA
