"Structure_ID"	"Hypergeo_pval"	"Original_molecule_SMILES"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"112"	"169"	"1"	"Cl.C1CN2C(C1)=NC(=C2C1=CC=C2OCOC2=C1)C1=CC=CC=N1"	"PKIS1"	"SB-400868-A"	NA	"Identification of Novel Inhibitors of the Transforming Growth Factor .beta.1 (TGF-.beta.1) Type 1 Receptor (ALK5).    Journal of Medicinal Chemistry  (2002),  45(5),  999-1001."	NA	NA
"113"	"171"	"1"	"[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.C1NC2=CC=[N+](CC3=CC=CC(C[N+]4=CC=C(NCC5=CC=C1C=C5)C1=C4C=CC=C1)=C3)C1=CC=CC=C21"	"Tocris"	"1310"	"UCL 1684"	"CAS: 199934-16-2"	"blocker of SK-Ca"	NA
"114"	"174"	"1"	"[H][C@]12CO[C@H](C3=CC=C4OCOC4=C3)[C@@]1([H])COC2C1=CC=C2OCOC2=C1"	"MIPE"	"NCGC00169864-03"	NA	"CAS:607-80-7"	"Mechanism: NF-kappaB Activation Inhibitor"	"Source: Selleck/S2392"
"115"	"176"	"1"	"Cl[H].C1NCC2=CC=CC=C2C1C1=CC=CC=C1"	"Tocris"	"0730"	"4-Phenyl-1,2,3,4-tetrahydroisoquinoline hydrochloride"	"CAS: 75626-12-9"	"Dopamine release inhibitor "	NA
"116"	"178"	"1"	"C=C1CC(COC2=CC(=O)OC3=C2C=CC=C3)(OC1=O)C1=CC=CC=C1"	"NCI"	"GPHR-00221275"	NA	NA	NA	NA
"117"	"179"	"1"	"[H][C@@]12COC(=O)[C@]1(CC1=CC3=C(C=CC=C3)C=C1)CC(=C)C2"	"Tocris"	"2501"	"Bay 36-7620"	"CAS: 232605-26-4"	"mGlu1 non-competitive antagonist with inverse agonist activity"	NA
"118"	"180"	"1"	"C=CC(=O)N1CC(=CC2=CC=CC=C2)C(=O)C(C1)=CC1=CC=CC=C1"	"NCI"	"GPHR-00221237"	NA	NA	NA	NA
"119"	"181"	"0.408450704225352"	"C=CC(=O)C1=CC2=CC=CC=C2C=C1"	"Tocris"	"1366"	"ZM 449829"	"CAS:4452-06-6"	"Potent, selective JAK3 inhibitor"	NA
"120"	"182"	"1"	"C=CC(C1=CC=CC=C1)C1=CC(=O)C=CC1=O"	"Spectrum"	"00201281"	NA	"Source: Dalbergia spp Status: undetermined activity"	NA	NA
"121"	"183"	"1"	"C=CCCCCCCCCCCCC1=CC=CO1"	"Spectrum"	"01505807"	NA	"CAS: 25346-24-1 Source: Persea spp Status: undetermined activity Literature: Tetrahedron 25:4617(1969); An Acad Brasil Cienc 42 (suplemento): 45 (1970)"	NA	NA
"122"	"184"	"1"	"OC(=O)C=C/C(O)=O.C=CCN1CCN(CC1)C1=NC2=CC=CC=C2N=C1C#N"	"Tocris"	"0666"	"3-(4-Allylpiperazin-1-yl)-2-quinoxalinecarbonitrile maleate"	NA	"5-HT3 antagonist "	NA
"123"	"185"	"1"	"C=CCN=C=S"	"John Hopkins"	"JHU- 307"	NA	"Therapeutic area: Dermatologic, Therapeutic plant extract"	NA	NA
"124"	"190"	"1"	"C=CCSSCC=C"	"Spectrum"	"01505174"	NA	"CAS: 2179-57-9 Source: Allium spp, Descurainia sophia Status: experimental Literature: Pharmazie 20:441 (1965); J Org Chem 40:1567 (1975); Food Chem Toxicol 26:297 (1988); Cancer Res 35:3493 (1993); Bioxhim Biophys Acta 1315:15 (1996) Therapeutic area: antineoplastic, antibacterial, apoptosis inducer, insecticide"	NA	NA
"125"	"191"	"1"	"C=CCSSSCC=C"	"Spectrum"	"01505014"	NA	"CAS: 2050-87-5 Source: Allium spp Status: experimental Literature: Carcinogenesis 9:131 (1988); Nutr Cancer 29:152 (1997); Arch Biochem Biphys 340:279 (1997) Therapeutic area: antineoplastic"	NA	NA
"126"	"193"	"1"	"C=CCC1=CC2=C(OCO2)C=C1"	"Spectrum"	"01503620"	NA	"CAS: 94-59-7 Source: sassafras officinale Status: experimental Literature: J Org Chem 13: 448 (1948) Therapeutic area: anesthetic (topical) and antiseptic, pediculicide"	NA	NA
"127"	"196"	"1"	"CC#CC#CC1=CC=CC(=O)O1"	"NCI"	"GPHR-00219657"	NA	NA	NA	NA
"128"	"197"	"1"	"CC1=CC=C(C=C1)S(O)(=O)=O.CC#CCOC(=O)C1=CCCN(C)C1"	"Tocris"	"0382"	"Arecaidine but-2-ynyl ester tosylate"	"CAS: 499-04-7"	"Muscarinic AChR agonist "	NA
"129"	"198"	"1"	"CC#CCOC(=O)C1=C(N)C2=C(SC3=C2CCC(O)C3)N=C1C"	"LOPAC"	"S7936"	"SB 205384; 4-Amino-7-hydroxy-2-methyl-5,6,7,8-tetrahydrobenzo[b]thieno[2,3-b]pyridine-3-carboxylic acid but-2-ynyl ester"	"GABA-A receptor modulator selective for the alpha3beta2gamma2 subunit combination"	NA	NA
"130"	"199"	"0.309859154929578"	"CC#CCN1C(=NC2=C1C(=O)N(CC1=NC(C)=C3C=CC=CC3=N1)C(=O)N2C)N1CCC[C@@H](N)C1"	"MIPE"	"NCGC00346655-01"	NA	"CAS:668270-12-0"	"Mechanism: Dipeptidyl Peptidase IV (CD26; DPP-IV; DP-IV) Inhibitor"	"Source: Selleck/S3031"
"131"	"200"	"1"	"CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(CC12C)C1=CC=C(C=C1)N(C)C"	"John Hopkins"	"JHU- 6469"	NA	"Therapeutic area: Abortifacient"	NA	NA
"132"	"202"	"1"	"CC(=C)C1CCC(CO)=CC1"	"Spectrum"	"01505297"	NA	"CAS: 536-59-4, 18457-55-1 Source: Ocimum gratissimum Status: experimental Literature: CR Hebd Seances Acad Sci 249:306 (1959); Cancer Res 57:420 (1997) Therapeutic area: antineoplastic, apoptosis inducer; skin irritant, LD50(rat) 2100 mg/kg po"	NA	NA
"133"	"204"	"1"	"CC(=C)CN1CC[C@@]23[C@H]4OC5=C2C(CC1[C@]3(O)CC1=C4NC2=CC=CC=C12)=CC=C5O"	"NIHCC"	"SAM001247099"	"GPHR-00191835"	NA	NA	NA
"134"	"205"	"1"	"[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C"	"MIPE"	"NCGC00163409-05"	NA	"CAS:472-15-1"	"Mechanism: Caspase 3/8 Activators, NF-kappaB (NFKB) Activators 
SARS Coronavirus 3C-Like Protease Inhibitors
DNA Topoisomerase I Inhibitors
Diacylglycerol Acyltransferase (DGAT) Inhibitors "	"Source: Sigma/855057 "
"135"	"206"	"1"	"[H][C@]12CC[C@]3([H])[C@@]4(C)CC[C@H](O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC[C@@]1(C)CC[C@H](C21)C(C)=C"	"MIPE"	"NCGC00168853-02"	NA	"CAS:545-47-1"	"Mechanism: Steroid, TNF-alpha Production Inhibitors
AR Expression Inhibitors
Trypsin Inhibitors
IL-1beta Production Inhibitors
Chymotrypsin Inhibitors
ACAT 1 Inhibitors
NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase; PARP) Inhibitors "	"Source: Sigma/L5632 "
"136"	"207"	"1"	"[H]C12C(CCC1(CO)CCC1(C)C2([H])CCC2([H])C3(C)CCC(O)C(C)(C)C3([H])CCC12C)C(C)=C"	"NCI"	"GPHR-00103886"	NA	NA	NA	NA
"137"	"209"	"1"	"[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@H]([C@H]1OC3=O)C(C)=C)[C@@]24C"	"Prestwick"	"Prestw-652"	"Picrotoxinin"	NA	NA	NA
"138"	"211"	"1"	"CC(=C)C1CCC(=CC1)C(O)=O"	"LOPAC"	"P7083"	"(-)-Perillic acid; 4-Isopropenyl-1-cyclohexene-1-carboxylic acid"	"Interferes with activity of p21ras and other small G proteins by inhibiting post-translational cysteine isoprenylation"	NA	NA
"139"	"213"	"1"	"CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O"	"LOPAC"	"K0250"	"Kainic acid; 2-Carboxy-3-carboxymethyl-4-isopropenylpyrrolidine"	"Excitatory amino acid receptor agonist selective for the kainate glutamate receptor subtype; conformationally restricted analog of L-glutamic acid"	NA	NA
"140"	"215"	"1"	"CC(=C)C1=CC2=C(O1)C=C(O)C(=C2)C(C)=O"	"Spectrum"	"00300007"	NA	"CAS: 532-48-9 Source: Eupatorium macculatum Status: undetermined activity Literature: J Chem Soc 1939: 925"	NA	NA
"141"	"216"	"1"	"CC(=NNC1=NC2=C(S1)C=CC=C2)C1=NC=NC=C1"	"NCI"	"GPHR-00221127"	NA	NA	NA	NA
"142"	"218"	"1"	"CC(=NNC(=S)N1CCN(CC1)C1CCCCCC1)C1=NC=CC=C1"	"NCI"	"GPHR-00221559"	NA	NA	NA	NA
"143"	"222"	"1"	"CC(=O)C(=CC1=CC=C(O)C=C1)C(C)=O"	"NCI"	"GPHR-00219998"	NA	NA	NA	NA
"144"	"224"	"1"	"CC(O)=C(/C#N)C(=O)NC1=CC(Br)=CC=C1Br"	"MIPE"	"NCGC00025100-09"	NA	"CAS:244240-24-2"	"Mechanism: BTK Inhibitor"	"Source: Tocris/1300 "
"145"	"226"	"1"	"CC(=O)C(C)=O"	"LOPAC"	"D3634"	"2,3-Butanedione; Biacetyl; BDM"	"Reversible myosin ATPase inhibitor"	NA	NA
"146"	"231"	"1"	"CC(=O)C=C(C)NC1=C(O)C=CC=C1"	"NCI"	"GPHR-00219555"	NA	NA	NA	NA
"147"	"232"	"1"	"CC(=O)CC(=O)NC1=CC2=C(C=CC=C2)C=C1"	"NCI"	"GPHR-00219942"	NA	NA	NA	NA
"148"	"233"	"1"	"CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O"	"Prestwick"	"Prestw-110"	"Acenocoumarol"	NA	NA	NA
"149"	"234"	"0.408450704225352"	"CC(=O)CC(C1C(=O)OC2=C(C=CC=C2)C1=O)C1=CC=CC=C1"	"John Hopkins"	"JHU- 10804"	NA	"Therapeutic area: Anticoagulant"	NA	NA
"150"	"236"	"1"	"CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C"	"John Hopkins"	"JHU- 7648"	NA	"Therapeutic area: Anticoagulant, Bronchodilator"	NA	NA
"151"	"237"	"1"	"CN1C2=C(N(CCCCC(C)=O)C=N2)C(=O)N(C)C1=O"	"NIHCC"	"SAM001246741"	"GPHR-00104100"	NA	NA	NA
"152"	"239"	"1"	"CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I"	"John Hopkins"	"JHU- 5246"	NA	"Therapeutic area: Diagnostic aid"	NA	NA
"153"	"241"	"1"	"CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN"	"John Hopkins"	"JHU- 2800"	NA	"Therapeutic area: Antidote"	NA	NA
"154"	"243"	"1"	"CC(=O)N(OCC1=CC=CC=C1)[C@H]1[C@H](O)C(C)(C)OC2=C1C=C(C=C2)C#N"	"Tocris"	"2077"	"Y-27152"	"CAS: 127408-30-4"	"Prodrug of K-ATP channel opener Y-26763"	NA
"155"	"246"	"1"	"[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=C(Cl)C=C(Cl)C=C1"	"LOPAC"	"K1003"	"Ketoconazole; cis-1-Acetyl-4-[4-[[2-(2,4-
dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-piperazine"	"Potent inhibitor of cytochrome P450c17 enzyme; antifungal agent"	NA	NA
"156"	"248"	"1"	"CN1N=C(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)C(=C1C)C1=C2N(CC3=CC=CN=C3)C(C(O)=O)=C(CCCOC3=CC=CC4=C3C=CC=C4)C2=CC=C1"	"MIPE"	"NCGC00347174-02"	NA	NA	"Mechanism: Mcl Inhibitor"	"Source: Fesik Lab"
"157"	"249"	"1"	"[I-].CC(=O)N1CC[N+](C)(C)CC1"	"Tocris"	"0352"	"4-Acetyl-1,1-dimethylpiperazinium iodide"	"CAS: 75667-84-4"	"Nicotinic AChR agonist "	NA
"158"	"262"	"1"	"CC(=O)NCCC1=C(CC2=CC=CC=C2)NC2=CC=CC=C12"	"Tocris"	"0877"	"Luzindole"	"CAS: 117946-91-5"	"Competitive melatonin MT1/MT2 antagonist"	NA
"159"	"263"	"1"	"CC(=O)NCCC1=CNC2=C1C=C(O)C=C2"	"LOPAC"	"A1824"	"N-Acetyl-5-hydroxytryptamine; N-Acetylserotonin; Normelatonin"	"Immediate precursor of melatonin"	NA	NA
"160"	"264"	"1"	"CC(=O)NCCC1=CNC2=C1C=CC=C2"	"LOPAC"	"A7342"	"N-Acetyltryptamine; 3-(2-N-Acetylaminoethyl)indole"	"Mixed agonist-antagonist at melatonin receptors"	NA	NA
"161"	"265"	"1"	"CC(=O)NCCC1=CC(O)=C(O)C=C1"	"LOPAC"	"A8762"	"N-Acetyldopamine monohydrate"	"Dopamine analog possessing antitumor activity"	NA	NA
"162"	"266"	"1"	"CC(=O)NCC1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1"	"John Hopkins"	"JHU- 5745"	NA	"Therapeutic area: Antibiotic"	NA	NA
"163"	"267"	"1"	"CC(=O)NCC1=CC=CC(=C1)C#CC1=CN=CN=C1NC1=CC=C(OCC2=CC=CC(F)=C2)C(Cl)=C1"	"PKIS1"	"GW807930X"	NA	"Alkynyl pyrimidines as dual EGFR/ErbB2 kinase inhibitors.    Bioorganic & Medicinal Chemistry Letters  (2006),  16(9),  2419-2422."	NA	NA
"164"	"268"	"1"	"CC(=O)NNC(=O)N1CC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2"	"LOPAC"	"S3065"	"SC 19220; 2-acetylhydrazide 10(11H)-carboxylic acid"	"EP1 Prostanoid receptor antagonist"	NA	NA
"165"	"269"	"1"	"CC(=O)NO"	"John Hopkins"	"JHU- 104"	NA	"Therapeutic area: MISC- Antiurolithic, Antiurolithic"	NA	NA
"166"	"270"	"1"	"CC(=O)N[C@H](CC(=O)N[C@H](CCC(O)=O)C(O)=O)C(O)=O"	"Prestwick"	"Prestw-1091"	"Spaglumic acid"	NA	NA	NA
"167"	"271"	"1"	"CC(=O)N[C@@H](CC(O)=O)C(O)=O"	"Prestwick"	"Prestw-415"	"Aspartic acid, N-acetyl (R,S)"	NA	NA	NA
"168"	"273"	"1"	"CC(=O)NC(CS)C(O)=O"	"John Hopkins"	"JHU- 117"	NA	"Therapeutic area: MISC- Mucolytic, Expectorant"	NA	NA
"169"	"274"	"1"	"CC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)OCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F"	"LOPAC"	"A5330"	"L-732,138; N-Acetyl-L-tryptophan 3,5-bis(trifluoromethyl)benzyl ester"	"Competitive antagonist at substance P receptors; approximately 1000-fold more potent at cloned human NK-1 receptors than at cloned human NK-2 and NK-3 receptors"	NA	NA
"170"	"277"	"1"	"CC(=O)N[C@@H]1[C@@H](NC(N)=N)C=C(OC1[C@H](O)[C@H](O)CO)C(O)=O"	"MIPE"	"NCGC00164561-03"	NA	"CAS:139110-80-8"	"Mechanism: Neuraminidase (Sialidase) Inhibitors"	"Source: Selleck/S3007"
"171"	"281"	"1"	"CC(=O)NC1=NNC2=NC=C(C=C12)C1=CC=CC=C1"	"PKIS2"	"SB-548492"	NA	NA	NA	NA
"172"	"282"	"1"	"CC(=O)NC1=C(C)C=C(OCC(O)=O)C=C1C"	"NCI"	"GPHR-00219792"	NA	NA	NA	NA
"173"	"287"	"1"	"CC(=O)NC1=CC2=CC=CC=C2OC1=O"	"Prestwick"	"Prestw-969"	"3-Acetamidocoumarin"	NA	NA	NA
"174"	"288"	"0.408450704225352"	"CC(=O)NC1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1"	"NCI"	"GPHR-00220364"	NA	NA	NA	NA
"175"	"291"	"1"	"CC(=O)NC1=CC=C(O)C=C1"	"John Hopkins"	"JHU- 92"	NA	"Therapeutic area: Analgesic"	NA	NA
"176"	"296"	"1"	"CC(=O)NC1=CC=C(OC[C@](C)(O)C(=O)NC2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F)C=C1"	"MIPE"	"NCGC00263150-01"	NA	"CAS:401900-40-1"	"Mechanism: Selective Androgen Receptor Modulators (SARM)"	"Source: Selleck/S1140"
"177"	"300"	"1"	"CC(=O)NC1=CC=C(C=C1)C(O)=O"	"John Hopkins"	"JHU- 74"	NA	"Therapeutic area: Nootropic"	NA	NA
"178"	"302"	"1"	"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O"	"Spectrum"	"01503339"	NA	"CAS: 122-16-7 Source: synthetic; NSC-77120 Status: USAN, INN, BAN Therapeutic area: antibacterial"	NA	NA
"179"	"307"	"1"	"CC(=O)NC1=C(O)C=C(C=C1)C1=CC(O)=C(NC(C)=O)C=C1"	"NCI"	"GPHR-00220113"	NA	NA	NA	NA
"180"	"308"	"1"	"[H]N(C(C)=O)C1=CC2=NC3=C(C=CC(=C3)N([H])C(C)=O)C=C2C=C1"	"NCI"	"GPHR-00220018"	NA	NA	NA	NA
"181"	"310"	"1"	"CC(=O)NC1=CC=CC(O)=C1"	"Spectrum"	"00211175"	NA	"CAS: 621-42-1 Source: synthetic Status: INN, BAN Therapeutic area: analgesic"	NA	NA
"182"	"312"	"1"	"CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC=CC(NC(C)=O)=C1"	"MIPE"	"NCGC00263180-01"	NA	"CAS:871700-17-3"	"Mechanism: Mek 1/2 inhibitor "	"Source: Selleck/S2673"
"183"	"313"	"1"	"CC(=O)NC1=CC=CC(=C1)C#CC1=CN=CN=C1NC1=CC=C(OCC2=CC=CC(F)=C2)C(Cl)=C1"	"PKIS1"	"GW703087X"	NA	"Alkynyl pyrimidines as dual EGFR/ErbB2 kinase inhibitors.    Bioorganic & Medicinal Chemistry Letters  (2006),  16(9),  2419-2422."	NA	NA
"184"	"316"	"1"	"CC(=O)NC1=CC=CC(=N1)C#CC1=CN=CN=C1NC1=CC=C(OCC2=CC=CC(F)=C2)C(Cl)=C1"	"PKIS1"	"GW794726X"	NA	"Alkynyl pyrimidines as dual EGFR/ErbB2 kinase inhibitors.    Bioorganic & Medicinal Chemistry Letters  (2006),  16(9),  2419-2422."	NA	NA
"185"	"317"	"1"	"CC(=O)NC1=CC=CC=C1"	"Spectrum"	"01501173"	NA	"CAS: 103-84-4 Source: synthetic Status: NF Therapeutic area: analgesic, antipyretic"	NA	NA
"186"	"320"	"1"	"CC(=O)NC1=NC(C)=C(S1)C1=CC(=C(Cl)C=C1)S(=O)(=O)NCCO"	"MIPE"	"NCGC00346536-01"	NA	"CAS:593960-11-3"	"Mechanism: PI3K Inhibitor"	"Source: Selleck/S1489"
"187"	"322"	"1"	"CC(=O)NC1=NN=C(S1)S(N)(=O)=O"	"John Hopkins"	"JHU- 96"	NA	"Therapeutic area: Diuretic, Antiglaucoma"	NA	NA
"188"	"323"	"1"	"CC(=O)NC1=C(C2=C(CNC2)S1)C1=NC2=C(S1)C=CC=C2"	"MIPE"	"NCGC00185090-03"	NA	NA	"Mechanism: APE1 inhibitor"	"Source: in house synthesis"
"189"	"324"	"1"	"[H]C(=C([H])C(C)(C)OC(C)=O)C(=O)[C@](C)(O)[C@@]1([H])[C@H](O)C[C@@]2(C)[C@]3([H])CC=C4[C@@]([H])(C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C"	"NCI"	"GPHR-00220872"	NA	NA	NA	NA
"190"	"327"	"1"	"CC(=O)OC1C=C(C)CCC2OC2(C)CC2OC(=O)C(=C)C12"	"NCI"	"GPHR-00220935"	NA	NA	NA	NA
"191"	"331"	"1"	"CC(=O)OC1CCC2(C)C(CC(O)C3=CC(CCC2=O)C(=C)C3=O)C1(C)C"	"NCI"	"GPHR-00221603"	NA	NA	NA	NA
"192"	"334"	"1"	"CC(=O)OC1CCC2C3CCC4=C(C=CC(O)=C4)C3CCC12C"	"Spectrum"	"01501184"	NA	"CAS: 4245-41-4 Source: semisynthetic Status: USAN Therapeutic area: estrogen"	NA	NA
"193"	"336"	"1"	"[H][C@]12CC(OC(C)=O)[C@](C)([C@@]11CO1)C1(C)CCC(C)=CC1([H])O2"	"NCI"	"GPHR-00221141"	NA	NA	NA	NA
"194"	"337"	"1"	"Cl.CC(=O)OC1CN2CCC1CC2"	"Spectrum"	"01501124"	NA	"CAS: 827-61-2 Source: synthetic Status: USAN, INN Therapeutic area: cholinergic"	NA	NA
"195"	"339"	"1"	"CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(Cl)CC12C"	"John Hopkins"	"JHU- 3034"	NA	"Therapeutic area: Dermatologic"	NA	NA
"196"	"340"	"1"	"CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1"	"NIHCC"	"SAM001246547"	"GPHR-00104167"	NA	NA	NA
"197"	"341"	"1"	"[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"	"Prestwick"	"Prestw-6"	"Isoflupredone acetate"	NA	NA	NA
"198"	"342"	"1"	"CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C"	"John Hopkins"	"JHU- 8271"	NA	"Therapeutic area: Glucocorticoid., Glucocorticoid"	NA	NA
"199"	"343"	"1"	"[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)C1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C"	"Prestwick"	"Prestw-281"	"Fludrocortisone acetate"	NA	NA	NA
"200"	"344"	"1"	"[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C"	"LOPAC"	"C3130"	"Cortisone 21-acetate; 21-Acetoxy-4-pregnen-17alpha-ol-3,11,20-trione"	"Anti-inflammatory cortisol"	NA	NA
"201"	"345"	"1"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C"	"NIHCC2"	"CPD000653536"	"CPD000653536
Cortell
."	"Pubchem SID:104169955"	NA	NA
"202"	"348"	"1"	"[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"	"MIPE"	"NCGC00022398-06"	NA	"CAS:356-12-7"	"Mechanism: Glucocorticoid steroid"	"Source: Selleck/S2608"
"203"	"349"	"1"	"CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C"	"NIHCC2"	"CPD001491664"	"CPD001491664
AMCINONIDE
51022-69-6"	"Pubchem SID:104170128"	NA	NA
"204"	"355"	"1"	"CC(=O)OCC(O)CC(O)CCCCCCCCCCCC#C"	"Spectrum"	"00240929"	NA	"CAS: 24607-06-5 Source: Persea spp Status: experimental Literature: Ann Acad Brasil Cienc 42 (suplemento): 45 (1970); Tetrahedron 25: 4617 (1969); Phytochemistry 10: 1417 (1971); 31: 93 (1992) Therapeutic area: antifungal"	NA	NA
"205"	"359"	"1"	"[Zn++].[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CCC[C@@H](N)C([O-])=O)C([O-])=O"	"LOPAC"	"C3270"	"Cephalosporin C zinc salt"	"Antibiotic; interferes with cell wall synthesis"	NA	NA
"206"	"360"	"0.417840375586854"	"[Na+].[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C([O-])=O"	"LOPAC"	"C8270"	"Cephapirin sodium; BL-P-1322"	"Cephalosporin C antibiotic;  interferes with cell wall synthesis"	NA	NA
"207"	"361"	"0.816635663034813"	"CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O"	"John Hopkins"	"JHU- 1958"	NA	"Therapeutic area: Antibiotic"	NA	NA
"208"	"362"	"1"	"CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)N1N=CC(=O)NC1=O"	"John Hopkins"	"JHU- 904"	NA	"Therapeutic area: Dermatologic"	NA	NA
"209"	"364"	"1"	"CC(=O)OCCN1C(=O)C2=C(C1=O)C1=CC(=CC=C1N=C2C)S(=O)(=O)N1CCOCC1"	"MIPE"	"NCGC00167805-02"	NA	"CAS:745046-84-8"	"Mechanism: Caspase 3 inhibitor"	"Source: Tocris/Cat. No. 2636"
"210"	"367"	"1"	"CC(=O)OCC[N+](C)(C)C"	"John Hopkins"	"JHU- 116"	NA	"Therapeutic area: Cholinergic"	NA	NA
"211"	"368"	"1"	"[H]N1C(=O)N=C2N(CCOC(C)=O)C3=C(C=C(C)C(C)=C3)N=C2C1=O"	"NCI"	"GPHR-00220371"	NA	NA	NA	NA
"212"	"372"	"1"	"CC(=O)OCC=C(/C)C=CC=C(/C)C=CC1=C(C)CCCC1(C)C"	"Spectrum"	"01503051"	NA	"CAS: 127-47-9 Source: semisynthetic Status: JAN Therapeutic area: vitamin precursor"	NA	NA
"213"	"378"	"1"	"CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1"	"LOPAC"	"T7402"	"Taxol; Paclitaxel"	"Antitumor agent; promotes assembly of microtubules and inhibits tubulin disassembly process"	NA	NA
"214"	"386"	"1"	"CC(=O)O[C@@H]1CC2C(C)(C)[C@@H](O)CCC2(C)C2CC[C@@]3(C)[C@@H](OC(=O)C=C3C12C)C1=COC=C1"	"Spectrum"	"00102035"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
"215"	"387"	"1"	"CC(=O)O[C@@H]1CC2C(C)(C)[C@@H](O)CC[C@]2(C)C2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]12C)C1=COC=C1"	"Spectrum"	"00100492"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
"216"	"392"	"1"	"CC(=O)O[C@@H]1CC[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)C=C4[C@]3(C)[C@@H](CC2C1(C)C)OC(C)=O)C1=COC=C1"	"Spectrum"	"00100205"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
